income,age,gender,education_level
37421,32,0,1.0
44761,39,0,2.0
41605,31,1,2.0
33514,19,1,2.0
46989,25,1,1.0
55554,41,1,2.0
45319,39,0,2.0
28030,37,0,1.0
91418,47,1,1.0
37817,40,0,2.0
72613,63,1,3.0
52940,63,0,3.0
56376,48,0,3.0
56582,54,1,2.0
30229,24,0,3.0
28999,18,1,1.0
45272,36,1,2.0
48084,30,1,1.0
41865,41,1,1.0
42323,28,1,1.0
42022,27,0,1.0
28917,21,0,1.0
44652,20,0,2.0
24842,33,0,1.0
39974,25,0,1.0
43406,40,0,2.0
50717,40,1,2.0
48999,40,0,1.0
33505,31,0,1.0
20425,19,1,0.0
15205,37,1,2.0
36065,28,1,1.0
44206,31,0,1.0
42472,26,0,2.0
38539,38,1,3.0
32768,22,0,2.0
40173,23,1,2.0
35971,37,0,0.0
15000,25,0,1.0
51766,43,0,1.0
42945,38,1,1.0
39692,36,0,1.0
31837,36,1,2.0
46587,27,0,1.0
28163,25,0,1.0
44473,35,0,3.0
44194,40,1,2.0
29095,22,1,1.0
34212,19,1,1.0
57890,62,0,1.0
50494,32,0,3.0
33493,28,1,2.0
44722,38,1,1.0
15000,33,1,1.0
47072,26,0,2.0
46899,21,1,2.0
31508,27,0,3.0
34190,26,1,1.0
47662,35,0,1.0
45080,26,0,1.0
52397,40,1,1.0
33988,20,1,0.0
36022,26,1,3.0
52520,59,1,2.0
38115,42,0,2.0
45849,36,1,1.0
36119,30,0,2.0
15000,21,0,1.0
36660,38,0,2.0
24821,21,0,1.0
30883,38,1,2.0
33355,39,1,2.0
41714,34,0,2.0
39756,30,0,3.0
57418,51,0,2.0
36008,25,0,2.0
24313,21,1,1.0
33767,34,0,2.0
40971,37,0,2.0
32322,24,1,2.0
27201,24,0,2.0
39004,19,1,2.0
29725,24,0,1.0
46906,29,1,2.0
28294,33,0,2.0
43463,27,0,2.0
27094,28,0,2.0
51632,44,1,2.0
37637,29,0,1.0
34530,28,0,2.0
52077,59,1,2.0
49513,52,0,2.0
34617,23,0,1.0
49969,18,0,1.0
41682,38,0,1.0
19610,34,1,3.0
51444,25,1,2.0
22131,39,1,0.0
43463,30,0,3.0
61615,29,0,1.0
46426,42,0,1.0
36242,33,0,2.0
64798,54,1,3.0
30628,24,0,1.0
35755,26,1,2.0
36029,21,1,0.0
47103,26,1,2.0
34195,39,1,3.0
56874,43,1,2.0
31679,29,0,1.0
30870,39,0,1.0
37304,27,1,2.0
45468,31,1,2.0
44192,20,1,2.0
26770,24,0,2.0
49445,39,1,1.0
32311,23,0,0.0
40684,36,1,1.0
39711,37,0,1.0
44810,23,1,2.0
50454,55,0,1.0
34655,18,0,1.0
41383,23,0,2.0
31797,31,0,1.0
33743,23,1,1.0
43777,27,1,3.0
37258,21,1,1.0
30851,24,1,1.0
36114,19,0,3.0
31368,28,1,1.0
33523,39,1,1.0
55015,32,1,3.0
19771,39,0,0.0
41110,29,1,0.0
40407,36,0,0.0
40507,36,1,1.0
31030,23,0,1.0
23646,19,0,2.0
49474,63,1,3.0
38162,31,0,1.0
46187,21,0,2.0
33887,32,1,1.0
42656,30,0,1.0
28498,28,1,1.0
39237,20,0,0.0
27906,36,1,3.0
38945,38,1,2.0
38217,35,1,2.0
47907,33,1,1.0
45367,28,0,2.0
50069,50,1,3.0
35591,28,0,3.0
30068,23,0,2.0
30474,19,1,2.0
37294,27,0,2.0
54494,33,1,3.0
40254,38,1,3.0
37368,29,0,1.0
39360,29,0,3.0
36771,27,1,2.0
56072,38,1,3.0
45376,26,1,3.0
34293,20,1,2.0
37233,26,1,1.0
53511,30,1,1.0
18351,31,0,1.0
33745,22,0,1.0
42991,39,1,2.0
15504,29,1,0.0
34462,34,0,1.0
31106,26,1,2.0
43393,33,0,2.0
37036,19,0,2.0
59025,53,1,3.0
41672,27,0,2.0
43726,35,0,2.0
34570,35,0,2.0
41420,44,0,1.0
40593,27,0,1.0
39209,41,1,1.0
24278,18,0,1.0
42233,36,1,2.0
49350,57,0,2.0
42307,38,1,1.0
45071,27,0,2.0
33215,24,1,2.0
46241,26,0,3.0
21877,23,0,1.0
42209,34,0,2.0
37569,36,1,2.0
49743,45,1,1.0
31176,27,0,3.0
37861,33,0,1.0
43321,19,1,1.0
28328,28,1,1.0
39249,21,0,3.0
49421,40,0,1.0
29410,34,1,2.0
38427,39,0,2.0
44431,39,0,2.0
39757,41,1,2.0
36797,37,1,2.0
36941,22,1,1.0
45755,20,1,2.0
40220,37,1,2.0
46548,31,0,2.0
43443,27,1,2.0
45825,19,1,2.0
42577,30,1,2.0
23123,34,1,0.0
29997,26,1,1.0
45924,32,1,1.0
22996,23,0,0.0
48839,47,1,2.0
62652,49,0,2.0
40102,27,1,0.0
47687,34,0,2.0
35451,21,0,1.0
29669,22,0,2.0
39595,38,0,1.0
18180,19,0,1.0
33602,32,0,2.0
59121,31,0,2.0
37127,37,0,2.0
27508,37,1,2.0
34425,24,0,2.0
27269,24,0,3.0
45080,37,1,1.0
21305,38,1,1.0
54464,57,0,1.0
34289,39,1,2.0
38028,25,1,1.0
28601,18,0,1.0
44819,26,1,3.0
29514,19,0,1.0
36191,32,1,1.0
45494,44,1,2.0
45674,42,0,2.0
27565,18,0,1.0
26886,32,1,2.0
53531,34,0,3.0
43167,40,1,1.0
43920,41,0,0.0
41044,36,0,3.0
40489,21,0,2.0
91884,42,0,2.0
19291,22,0,0.0
55576,40,1,2.0
48862,50,0,2.0
33447,33,0,3.0
44456,27,1,3.0
33000,33,0,2.0
30425,32,0,2.0
36411,19,0,1.0
52506,49,0,3.0
47130,24,0,2.0
24603,33,1,2.0
60115,39,1,3.0
29989,36,0,1.0
53667,63,0,3.0
35135,28,1,3.0
52044,28,1,1.0
39603,44,1,3.0
37760,37,0,1.0
56704,45,0,2.0
16628,21,0,1.0
43937,29,1,2.0
52254,53,1,3.0
27241,26,0,1.0
41572,35,1,2.0
60940,42,0,0.0
33517,19,1,2.0
32709,33,0,2.0
57097,23,1,2.0
33686,27,1,1.0
49533,48,1,3.0
36761,38,0,1.0
77893,40,0,3.0
46747,29,0,1.0
43593,20,1,1.0
35269,27,1,2.0
44803,36,1,2.0
34953,18,0,3.0
45638,36,0,2.0
32472,24,1,2.0
26489,38,0,1.0
40095,35,1,2.0
59835,43,0,0.0
61273,34,0,1.0
68224,53,1,3.0
43600,35,1,2.0
33913,20,1,2.0
44709,22,0,1.0
30694,38,1,1.0
32738,38,1,2.0
40182,43,1,1.0
45865,44,0,2.0
30369,29,1,1.0
44566,28,0,2.0
45002,41,0,2.0
42496,25,1,1.0
55126,53,0,2.0
19610,26,1,0.0
15000,24,1,2.0
33886,25,0,2.0
31632,35,0,2.0
62723,46,0,0.0
32433,38,1,1.0
36244,31,1,1.0
40812,28,0,1.0
54261,32,1,1.0
33740,20,0,2.0
21634,30,1,2.0
47101,35,1,2.0
46373,35,1,1.0
51137,60,0,2.0
31258,30,0,2.0
40190,39,1,1.0
39937,24,1,2.0
44782,39,0,2.0
43119,25,1,2.0
28200,30,1,2.0
53958,46,0,2.0
23325,30,1,0.0
24486,28,0,0.0
22531,22,0,1.0
37821,36,0,3.0
49429,36,0,3.0
43752,21,1,2.0
32176,29,0,1.0
32542,37,1,1.0
27621,21,0,3.0
37663,19,1,0.0
37519,39,0,1.0
32974,29,0,2.0
34435,22,1,2.0
37114,36,1,1.0
43919,38,0,1.0
45488,44,1,1.0
50116,63,1,3.0
48162,29,1,3.0
45649,40,0,1.0
42041,29,0,2.0
28800,32,0,1.0
47804,44,1,1.0
37689,29,1,2.0
40032,37,0,2.0
47417,40,0,2.0
30387,19,1,2.0
50320,39,1,1.0
56206,27,1,1.0
41084,34,0,2.0
106188,47,1,2.0
46105,36,1,1.0
54475,54,0,1.0
50301,27,0,3.0
42391,25,1,1.0
40021,38,0,2.0
28470,28,0,3.0
50274,37,1,2.0
37425,32,0,2.0
39453,34,0,2.0
55764,46,0,3.0
55266,37,1,2.0
31241,20,0,2.0
55691,40,0,3.0
26094,38,0,2.0
44684,31,0,1.0
50529,37,1,1.0
36387,37,0,2.0
42839,36,1,1.0
37484,33,1,0.0
45049,30,0,1.0
82232,44,1,2.0
34838,37,0,2.0
38407,31,1,1.0
44159,33,0,0.0
38882,29,0,1.0
32639,33,0,1.0
38236,31,0,2.0
48898,42,1,3.0
55737,45,1,3.0
53682,41,1,2.0
59791,37,0,3.0
30951,29,1,1.0
37471,41,0,2.0
39568,37,0,2.0
29933,35,0,2.0
21545,35,0,1.0
40086,43,0,2.0
36654,37,0,2.0
43470,27,1,2.0
16293,18,1,0.0
50059,64,1,2.0
36574,19,1,2.0
40778,27,1,1.0
34639,24,1,1.0
34280,27,0,2.0
70958,43,0,2.0
40688,26,1,2.0
41832,33,1,2.0
49872,23,1,1.0
35545,31,0,2.0
43309,28,1,2.0
38776,31,0,1.0
49903,30,0,2.0
33101,28,0,1.0
51789,18,0,3.0
31880,19,1,2.0
48709,54,1,1.0
53974,62,1,2.0
31738,38,0,2.0
48511,53,0,3.0
38785,30,1,2.0
55106,39,0,2.0
33814,28,0,2.0
61652,41,1,1.0
34305,37,0,2.0
37548,23,0,0.0
45589,28,0,3.0
42020,31,1,2.0
45175,29,1,2.0
69270,39,0,0.0
51835,31,0,3.0
38274,36,1,1.0
46078,32,1,2.0
46009,23,1,2.0
51148,24,1,3.0
39689,33,1,0.0
31072,25,1,2.0
43290,31,0,0.0
45486,26,1,2.0
36567,36,1,0.0
40332,31,0,2.0
46176,41,0,3.0
21656,39,0,2.0
27280,30,0,2.0
36090,36,0,0.0
43823,29,1,1.0
34965,20,0,1.0
43785,40,1,2.0
42094,32,0,1.0
27407,38,0,2.0
40948,31,1,1.0
31023,36,1,1.0
44259,26,1,2.0
26534,20,0,3.0
42054,43,0,2.0
35367,29,0,1.0
23701,27,0,0.0
43621,18,1,1.0
41748,21,1,2.0
55319,34,0,2.0
56067,64,1,0.0
55570,56,1,2.0
15000,20,0,1.0
35013,30,0,2.0
29619,20,1,1.0
52392,53,1,3.0
45070,41,1,2.0
38960,25,0,2.0
40806,36,0,1.0
38982,30,1,0.0
25134,19,0,1.0
31610,33,1,1.0
52190,20,1,3.0
26173,35,0,2.0
30636,21,0,2.0
48255,31,0,2.0
33954,24,1,1.0
42098,28,1,2.0
43643,34,1,1.0
47647,35,0,1.0
49029,63,1,2.0
39418,25,0,2.0
52330,64,0,2.0
35592,18,0,1.0
35613,18,0,0.0
31645,33,1,1.0
46939,36,0,2.0
32206,29,0,1.0
31016,22,0,2.0
36685,32,0,2.0
46239,26,1,2.0
48700,33,0,1.0
34243,29,1,1.0
43372,37,1,1.0
39057,36,0,2.0
20589,31,0,0.0
43762,37,1,2.0
30265,20,1,0.0
48596,51,1,3.0
32613,21,0,2.0
52372,41,1,1.0
34482,25,1,1.0
20331,19,1,1.0
57612,54,1,3.0
50314,40,1,2.0
39460,18,1,1.0
58111,18,0,2.0
30772,37,1,2.0
33579,26,0,2.0
44454,43,0,2.0
38895,29,0,2.0
62017,34,1,2.0
34532,18,1,3.0
34856,36,1,1.0
53620,23,0,3.0
33841,21,1,1.0
28002,33,1,3.0
43474,41,1,1.0
27866,29,0,2.0
41307,32,0,1.0
42886,36,1,2.0
18665,35,0,1.0
52240,35,1,3.0
33370,34,1,2.0
47568,29,1,2.0
39168,36,0,1.0
50392,44,1,2.0
48798,43,0,1.0
37712,25,1,2.0
52964,25,0,2.0
41609,43,0,1.0
39490,34,1,2.0
26510,21,1,1.0
26957,19,0,1.0
41945,28,1,1.0
33988,38,0,1.0
47008,27,1,2.0
32169,29,1,1.0
43452,43,0,2.0
55290,61,0,3.0
52931,50,0,1.0
36211,35,0,1.0
59054,43,0,2.0
36559,32,0,1.0
32503,19,0,1.0
42514,24,0,2.0
31984,32,1,1.0
19930,20,1,1.0
34976,34,1,3.0
62022,25,0,1.0
33636,26,1,2.0
54229,30,0,3.0
48653,37,1,1.0
27992,36,0,2.0
39811,28,1,2.0
53504,54,1,1.0
65904,39,1,1.0
21440,30,0,1.0
35328,37,1,2.0
28456,39,1,3.0
39052,25,0,1.0
43339,27,0,1.0
29431,19,1,3.0
46286,36,0,2.0
33411,18,0,1.0
32013,30,0,2.0
40626,30,0,2.0
62292,62,1,2.0
53658,42,0,3.0
31895,29,1,1.0
34914,22,0,1.0
29775,27,1,3.0
16163,35,0,0.0
41460,29,1,0.0
38200,35,1,1.0
34854,30,1,2.0
53821,29,1,3.0
46170,39,1,1.0
58762,33,1,3.0
50653,53,1,1.0
50318,45,1,2.0
39769,31,1,2.0
19690,18,0,2.0
41561,36,0,3.0
28247,35,0,1.0
32338,33,0,1.0
53705,63,1,2.0
37369,25,1,3.0
39786,26,1,2.0
35809,32,1,2.0
42820,30,1,1.0
48107,27,0,2.0
33295,31,1,2.0
35131,29,0,1.0
23468,23,0,1.0
62377,59,1,2.0
53668,39,1,2.0
46947,34,0,1.0
25771,38,1,1.0
34243,27,1,2.0
40910,37,1,1.0
27124,23,1,2.0
32812,29,1,2.0
36686,20,0,1.0
21793,20,1,0.0
48081,32,1,1.0
51553,60,0,3.0
47191,33,0,2.0
36219,28,1,2.0
40753,34,0,2.0
44667,43,1,1.0
43057,18,0,1.0
35462,19,1,3.0
46846,19,1,2.0
42480,37,0,2.0
52864,58,1,3.0
39785,26,1,1.0
40466,27,1,1.0
39702,28,0,2.0
39342,30,1,3.0
28684,28,1,2.0
41115,21,1,1.0
40294,30,1,1.0
36972,23,1,1.0
48079,30,0,3.0
47725,38,0,2.0
35171,27,0,3.0
38921,38,0,2.0
38355,34,0,1.0
43378,38,0,0.0
40153,37,0,1.0
41026,34,1,2.0
34173,33,1,2.0
42788,41,0,1.0
64510,34,0,3.0
48336,37,1,3.0
41135,42,1,1.0
43649,27,1,1.0
50435,34,1,2.0
33264,38,1,2.0
40954,28,0,1.0
30002,37,1,2.0
40273,24,1,1.0
45912,34,0,2.0
67139,62,1,2.0
44136,42,1,2.0
43456,35,0,3.0
44138,30,1,2.0
41759,30,1,2.0
52231,55,0,2.0
56274,29,1,2.0
38277,44,0,2.0
38199,28,0,3.0
36094,32,1,2.0
37558,31,1,2.0
43647,38,0,1.0
24801,27,1,0.0
37149,27,0,2.0
40118,35,0,2.0
47605,37,1,1.0
44958,27,1,2.0
47602,40,0,2.0
27061,32,1,2.0
42200,29,1,2.0
20168,33,0,2.0
27062,34,1,2.0
28305,36,1,2.0
44808,39,0,1.0
39282,31,1,0.0
23775,28,0,0.0
32255,28,1,2.0
23857,29,1,0.0
22697,26,0,0.0
50859,43,1,2.0
40413,38,1,2.0
49187,49,0,1.0
40550,35,0,3.0
59018,22,0,3.0
47730,38,0,1.0
51981,64,1,2.0
44546,24,1,1.0
25185,21,0,2.0
41144,33,0,1.0
32612,20,0,2.0
57362,59,0,1.0
39468,34,0,2.0
50435,33,0,2.0
34511,29,1,1.0
32888,30,0,1.0
39936,41,0,2.0
44174,34,1,3.0
40372,28,0,2.0
45659,39,1,1.0
34403,38,0,3.0
44248,37,1,1.0
25470,28,0,1.0
51912,49,1,0.0
55641,43,0,1.0
27700,18,1,2.0
34685,36,1,1.0
21559,30,1,1.0
40349,43,0,3.0
37399,31,1,1.0
47404,25,1,1.0
44525,32,0,1.0
47648,40,1,1.0
39248,31,0,1.0
34130,30,1,2.0
38949,18,1,2.0
45331,38,0,1.0
39807,33,1,3.0
30914,37,1,3.0
47780,37,0,2.0
30894,24,0,2.0
39645,25,0,2.0
19203,21,1,0.0
46281,29,1,2.0
63406,29,1,2.0
20082,24,0,0.0
35665,32,1,2.0
54347,25,1,2.0
33660,31,1,3.0
47650,30,0,1.0
42820,24,1,1.0
53480,36,0,1.0
42497,31,0,2.0
37551,19,0,0.0
44774,31,0,2.0
39086,30,0,3.0
36419,33,1,1.0
32017,38,1,2.0
51586,31,0,1.0
52207,31,1,3.0
44178,39,0,2.0
53523,55,0,2.0
45934,41,1,3.0
27779,32,1,2.0
34494,23,0,0.0
28132,34,1,1.0
50664,42,0,2.0
28764,35,0,1.0
39857,27,0,2.0
41372,29,0,2.0
39633,36,0,2.0
31299,32,0,2.0
30769,23,0,2.0
63757,37,0,1.0
55912,57,1,3.0
31735,22,1,1.0
40481,40,1,3.0
67337,56,1,3.0
33043,39,0,1.0
43915,38,0,2.0
30167,31,0,1.0
28446,34,0,3.0
36207,31,0,3.0
18630,27,0,0.0
49340,20,0,0.0
23654,25,0,0.0
27511,27,1,2.0
49042,62,0,3.0
49562,32,0,1.0
39866,32,0,1.0
48228,25,0,2.0
45715,29,0,3.0
36861,36,0,1.0
42817,34,1,1.0
44731,38,0,2.0
47744,36,1,1.0
24834,26,0,2.0
29891,35,0,3.0
31294,22,0,2.0
23734,24,0,2.0
37654,28,0,0.0
48051,42,0,3.0
38782,39,0,3.0
44949,36,0,3.0
33026,20,1,2.0
32846,22,0,1.0
21551,23,0,0.0
38219,39,0,1.0
27949,31,1,1.0
42328,34,1,1.0
32579,27,1,0.0
39785,33,1,2.0
33174,18,1,2.0
39478,38,1,2.0
56288,50,0,2.0
40587,39,1,1.0
29852,18,1,3.0
40686,32,0,2.0
35361,33,1,1.0
50469,36,1,2.0
42249,27,1,1.0
30576,31,0,1.0
35381,24,0,2.0
53075,44,0,3.0
45565,18,0,2.0
47850,40,1,2.0
47643,25,0,0.0
49403,58,0,2.0
54563,18,0,1.0
25523,36,1,3.0
53578,57,1,3.0
52430,37,1,2.0
57698,30,1,2.0
47616,29,0,1.0
45089,28,0,2.0
44226,37,0,1.0
46686,30,0,2.0
48951,60,1,2.0
37062,35,0,3.0
37648,31,1,2.0
46927,43,0,3.0
45578,34,0,3.0
45976,23,0,2.0
39049,29,1,1.0
49134,58,1,1.0
45898,40,0,0.0
45888,38,0,0.0
38963,41,0,2.0
46665,25,1,1.0
55390,34,0,2.0
46589,31,0,1.0
51850,46,1,1.0
103236,40,0,2.0
38809,44,1,1.0
60307,62,1,2.0
49084,52,1,2.0
56113,48,1,1.0
41395,33,1,2.0
34043,27,0,1.0
37199,36,1,1.0
40976,39,1,2.0
30451,30,1,1.0
15407,34,1,1.0
42404,37,0,1.0
42147,39,0,1.0
36301,24,1,2.0
63054,61,0,3.0
26923,34,1,1.0
43522,30,0,1.0
33766,37,1,2.0
39597,26,0,1.0
28741,18,1,1.0
24927,18,1,1.0
15000,22,0,1.0
37638,29,0,2.0
39998,38,1,2.0
50865,49,1,3.0
44576,26,1,1.0
80168,46,1,1.0
40573,39,0,3.0
40867,39,1,2.0
36140,22,0,3.0
58493,64,0,2.0
42224,29,0,1.0
17505,25,0,0.0
52743,29,1,2.0
47022,34,0,2.0
40059,36,1,2.0
44155,39,0,2.0
48761,28,0,2.0
33192,21,0,2.0
37247,23,1,2.0
33472,23,0,2.0
42199,28,1,2.0
35628,18,0,3.0
40625,19,1,3.0
45797,44,1,3.0
50277,37,1,3.0
37181,23,0,3.0
41535,37,0,2.0
36681,21,0,3.0
35130,23,0,2.0
33786,37,1,1.0
35210,18,0,1.0
55442,47,1,3.0
44347,40,0,1.0
52857,43,0,2.0
37773,42,1,2.0
35807,27,0,0.0
40629,34,1,2.0
43699,41,0,3.0
35250,38,1,0.0
35019,18,1,2.0
46855,31,0,2.0
39443,36,1,1.0
59366,64,1,2.0
42289,19,1,1.0
31337,29,0,0.0
34151,38,0,2.0
39209,37,1,0.0
46826,27,0,2.0
44719,26,1,3.0
54618,22,1,3.0
44150,27,0,3.0
46461,29,1,1.0
32483,32,0,1.0
41326,33,1,2.0
37383,36,1,1.0
40187,34,0,3.0
25473,29,0,1.0
54174,56,1,1.0
52302,43,0,1.0
40912,18,1,2.0
57171,62,0,3.0
33546,20,0,1.0
32775,38,1,1.0
35163,29,0,2.0
28981,22,1,1.0
42546,35,1,1.0
48404,55,1,2.0
29769,31,0,2.0
36174,39,0,2.0
44126,21,0,1.0
31560,35,0,1.0
33685,30,0,2.0
37254,39,1,0.0
32276,25,0,2.0
37928,30,1,3.0
52621,21,1,0.0
26664,28,0,3.0
28557,18,1,2.0
30499,20,0,1.0
48759,42,1,1.0
63419,40,1,0.0
41754,32,0,2.0
38136,32,0,1.0
47929,22,1,2.0
24694,38,0,1.0
50245,27,1,0.0
37234,27,1,2.0
30680,34,1,2.0
43567,27,0,2.0
38941,37,0,2.0
49032,36,1,2.0
19478,37,0,2.0
35199,34,0,2.0
21862,32,0,1.0
40325,21,0,1.0
40286,26,0,3.0
35879,30,1,1.0
26373,28,0,1.0
17683,31,1,2.0
31621,26,1,2.0
39492,36,1,3.0
52909,42,0,2.0
44351,34,1,1.0
35417,28,1,3.0
55669,34,1,1.0
23017,33,0,0.0
41001,32,0,2.0
35367,20,1,3.0
46103,41,1,3.0
44288,25,1,2.0
28804,26,1,1.0
39484,44,1,1.0
58362,36,1,3.0
57146,61,1,2.0
42229,32,0,2.0
40952,31,1,3.0
45561,33,0,2.0
48883,60,0,2.0
33676,19,0,0.0
45989,39,1,2.0
38285,20,0,1.0
36417,24,1,2.0
39387,28,0,3.0
36213,35,1,3.0
38513,40,1,1.0
40227,23,0,2.0
46218,30,0,3.0
26765,34,0,1.0
44866,43,0,2.0
62582,43,0,3.0
36276,31,1,2.0
38282,30,0,2.0
37785,23,1,0.0
39891,25,1,1.0
46515,43,1,1.0
22308,37,0,0.0
31092,35,0,1.0
32455,33,0,1.0
32547,26,0,2.0
42831,35,0,3.0
41524,33,1,2.0
42225,19,1,3.0
35030,26,1,1.0
44575,39,0,3.0
40467,33,1,3.0
48609,52,1,2.0
34610,22,1,2.0
38899,43,0,1.0
38057,26,1,3.0
34966,30,0,2.0
35717,26,1,1.0
23560,36,0,1.0
39412,28,1,1.0
32799,34,0,2.0
48729,63,0,1.0
33423,35,1,1.0
30942,37,1,1.0
29891,39,1,1.0
44128,29,0,2.0
37962,21,0,1.0
33340,37,0,1.0
26434,20,1,2.0
43231,42,1,2.0
18887,38,0,1.0
51119,40,0,1.0
54124,44,0,2.0
29054,38,1,3.0
70217,48,0,2.0
43467,39,1,2.0
50979,52,0,2.0
38331,34,0,0.0
34424,19,1,1.0
54507,33,1,0.0
88435,49,0,2.0
41880,30,0,2.0
42327,42,0,2.0
48802,52,1,3.0
32645,20,0,1.0
43498,42,1,3.0
32549,21,0,2.0
36534,34,1,2.0
15000,37,0,2.0
25289,36,1,2.0
45435,27,1,2.0
40708,34,1,1.0
27158,35,1,3.0
42751,34,1,1.0
25732,27,0,2.0
57249,35,1,1.0
31347,26,0,2.0
48004,44,1,2.0
42509,31,1,2.0
46084,32,0,2.0
50698,61,0,1.0
34835,31,1,1.0
43817,40,0,1.0
46328,20,0,1.0
51419,27,0,2.0
43532,33,1,1.0
49679,27,0,1.0
40191,36,0,0.0
34535,35,0,2.0
17189,27,0,2.0
32325,21,0,2.0
35594,25,1,2.0
46391,29,0,1.0
33507,21,0,1.0
55867,40,1,1.0
52635,46,1,3.0
41193,35,0,1.0
36303,28,1,1.0
42588,19,0,2.0
49203,36,1,1.0
43999,39,1,1.0
42104,19,0,1.0
49254,48,1,1.0
36742,20,1,2.0
37952,30,0,1.0
26203,39,0,0.0
32348,24,0,1.0
34972,35,0,3.0
45618,26,1,3.0
26921,35,1,1.0
28772,26,0,3.0
34989,30,1,2.0
46816,37,0,2.0
43530,34,0,3.0
36086,21,0,1.0
30271,22,1,1.0
52304,33,0,2.0
42284,32,0,1.0
39690,19,0,2.0
50346,41,0,2.0
46293,36,1,2.0
60179,43,1,2.0
43537,37,1,1.0
56554,45,0,3.0
42432,30,0,0.0
40100,37,0,1.0
60724,45,1,2.0
52512,60,0,1.0
43631,37,0,1.0
36943,39,1,2.0
54703,39,0,0.0
49445,27,1,1.0
38808,29,0,1.0
49305,64,1,1.0
31877,29,1,1.0
41193,38,1,2.0
48183,31,0,2.0
47586,33,1,1.0
45538,36,1,2.0
41093,23,0,2.0
47036,30,1,1.0
39149,27,1,1.0
49627,61,0,2.0
35130,32,1,2.0
45767,34,1,1.0
47661,39,0,1.0
44130,37,0,2.0
44757,24,1,1.0
39716,44,1,2.0
29972,19,1,2.0
36374,22,1,1.0
16071,34,0,3.0
38676,42,1,0.0
41778,31,1,3.0
36203,33,1,1.0
39906,37,1,1.0
43894,23,0,1.0
59313,20,1,2.0
65496,62,0,2.0
35758,28,0,2.0
36846,18,1,2.0
44420,26,1,1.0
46017,31,0,0.0
36269,32,0,2.0
44971,26,1,2.0
41531,32,1,1.0
15000,20,1,1.0
47633,23,1,1.0
54678,57,1,3.0
42378,33,0,2.0
46826,37,0,2.0
35167,32,0,1.0
24709,28,0,2.0
41788,32,0,1.0
39444,36,0,2.0
45828,25,0,1.0
64705,39,1,0.0
37451,37,1,2.0
40526,36,1,1.0
47907,30,0,1.0
46103,33,0,0.0
36612,37,0,2.0
39636,33,1,0.0
45774,31,0,2.0
31771,18,1,2.0
43260,36,0,1.0
51166,51,0,3.0
31975,32,1,0.0
37789,25,1,2.0
31492,30,0,1.0
58973,54,0,2.0
23670,18,1,0.0
47258,31,1,1.0
45311,33,0,1.0
41521,32,1,1.0
45448,29,1,2.0
50507,37,1,3.0
34193,23,1,3.0
27816,28,1,2.0
39769,30,1,1.0
43079,25,0,2.0
57742,26,1,1.0
49630,57,1,2.0
52254,54,1,3.0
28425,24,1,2.0
37578,31,0,1.0
49798,59,1,1.0
46599,33,1,1.0
40973,30,0,3.0
39874,22,0,3.0
43346,35,0,2.0
41433,21,1,1.0
38356,42,0,2.0
